============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(20 MeV) ==> Layer 1( 1.92 mm) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 8722  1 .4889081E+07   1922000E+01 -.1815E+06  .2489E+06   .9993230 -.0280560  .0237998
T 8723  1 .4655715E+07   1922000E+01  .3916E+06  .3403E+06   .9989015  .0124462  .0451762
T 8724  1 .4822675E+07   1922000E+01  .4523E+06  .2694E+06   .9948933  .0840865  .0558290
T 8725  1 .5309648E+07   1922000E+01 -.3539E+06  .3203E+05   .9996598 -.0258843  .0031996
T 8726  1 .5001214E+07   1922000E+01 -.1571E+06 -.6124E+06   .9976443  .0165335 -.0665774
T 8727  1 .5472248E+07   1922000E+01  .5108E+06 -.2937E+05   .9985304  .0344685  .0418214
T 8728  1 .5026583E+07   1922000E+01  .1080E+06  .2089E+06   .9998720 -.0099729  .0125075
T 8729  1 .4686175E+07   1922000E+01 -.1598E+06  .1734E+06   .9966376 -.0733891  .0364365
T 8730  1 .5188835E+07   1922000E+01 -.1629E+06 -.5918E+06   .9993092 -.0302840 -.0215410
T 8731  1 .5363761E+07   1922000E+01  .6368E+06  .5499E+06   .9984129  .0391975  .0404372
T 8732  1 .4955044E+07   1922000E+01  .2414E+06  .4449E+06   .9977128  .0662891  .0132241
T 8733  1 .4644307E+07   1922000E+01  .2423E+06  .8110E+05   .9996606  .0222420  .0135659
T 8734  1 .4598540E+07   1922000E+01  .6988E+05  .4480E+06   .9990735  .0078284  .0423181
T 8735  1 .5854678E+07   1922000E+01 -.6694E+06  .2429E+06   .9991325 -.0357207 -.0214081
T 8736  1 .5268507E+07   1922000E+01 -.1203E+06  .1366E+06   .9999110 -.0122118  .0053779
T 8737  1 .4438674E+07   1922000E+01  .7218E+04  .9796E+06   .9968103 -.0133932  .0786759
T 8738  1 .4177184E+07   1922000E+01  .2341E+06  .2038E+05   .9996975 -.0089560 -.0229069
T 8739  1 .5249982E+07   1922000E+01 -.4980E+05  .6044E+06   .9974413 -.0175065  .0693134
T 8740  1 .4651032E+07   1922000E+01 -.1716E+05 -.4578E+05   .9996030  .0247161 -.0135229
T 8741  1 .4958003E+07   1922000E+01 -.2980E+06  .2409E+06   .9974238  .0592540  .0404321
T 8742  1 .5462264E+07   1922000E+01 -.2799E+06  .4657E+06   .9979022 -.0583791  .0279825
T 8743  1 .5648446E+07   1922000E+01  .1298E+06  .3136E+05   .9999199  .0044544  .0118481
T 8744  1 .5185188E+07   1922000E+01 -.7635E+05 -.7019E+05   .9985968 -.0067642  .0525232
T 8745  1 .4711335E+07   1922000E+01  .6451E+06 -.1864E+06   .9959461  .0600746 -.0669503
T 8746  1 .5552604E+07   1922000E+01  .1560E+06 -.1480E+06   .9997090 -.0091189 -.0223321
T 8747  1 .5796104E+07   1922000E+01 -.2859E+05 -.1266E+06   .9995782 -.0173109 -.0233172
T 8748  1 .5002496E+07   1922000E+01  .3920E+05  .5873E+04   .9991923  .0400926 -.0027230
T 8749  1 .4994416E+07   1922000E+01 -.2273E+06  .3482E+06   .9988487  .0101390  .0468869
T 8750  1 .4688947E+07   1922000E+01  .9429E+05 -.7947E+05   .9995314 -.0077965 -.0296000
T 8751  1 .4866063E+07   1922000E+01  .1273E+06  .3647E+06   .9988714 -.0331749  .0339914
T 8752  1 .5223926E+07   1922000E+01 -.3819E+06  .5590E+06   .9991558 -.0213539  .0350953
T 8753  1 .4682593E+07   1922000E+01  .1392E+06  .3889E+06   .9996682  .0227247  .0121237
T 8754  1 .5648318E+07   1922000E+01 -.1077E+07  .9403E+05   .9944553 -.1030294 -.0210618
T 8755  1 .5124933E+07   1922000E+01  .5620E+05 -.3436E+06   .9989915 -.0021830 -.0448465
T 8756  1 .4990944E+07   1922000E+01  .8315E+05 -.4401E+06   .9985449  .0114333 -.0527003
T 8757  1 .5343499E+07   1922000E+01 -.2056E+06 -.4255E+06   .9974617 -.0250256 -.0666621
T 8758  1 .5243141E+07   1922000E+01  .3543E+06  .1640E+05   .9999735  .0021372 -.0069586
T 8759  1 .5403486E+07   1922000E+01  .3387E+06 -.9137E+05   .9993109  .0369307 -.0037166
T 8760  1 .4892670E+07   1922000E+01  .1246E+06 -.7407E+05   .9993855  .0281035 -.0209493
T 8761  1 .5329534E+07   1922000E+01  .3636E+06 -.1510E+06   .9992186  .0391360 -.0055301
T 8762  1 .5909593E+07   1922000E+01 -.3435E+05  .1044E+06   .9997668  .0201155  .0078493
T 8763  1 .4768503E+07   1922000E+01  .5640E+05  .1340E+06   .9975918  .0690635 -.0063824
T 8764  1 .4640975E+07   1922000E+01 -.2925E+06 -.4581E+05   .9997416 -.0224007  .0038569
T 8765  1 .5133721E+07   1922000E+01  .7849E+06 -.1046E+07   .9893629  .1445699 -.0161418
T 8766  1 .5308509E+07   1922000E+01  .1824E+05  .6531E+05   .9993437 -.0101701 -.0347668
T 8767  1 .5656523E+07   1922000E+01 -.3776E+06 -.2562E+06   .9960383 -.0724061 -.0516235
T 8768  1 .4796893E+07   1922000E+01 -.2445E+06 -.6016E+05   .9992652 -.0380051  .0049597
T 8769  1 .5010744E+07   1922000E+01  .4552E+05 -.5127E+06   .9986941  .0057110 -.0507694
T 8770  1 .4478912E+07   1922000E+01  .1411E+06  .3243E+06   .9957581 -.0041396  .0919169
T 8771  1 .4445687E+07   1922000E+01  .4350E+06 -.7113E+06   .9950542  .0742615 -.0659730
T 8772  1 .5483827E+07   1922000E+01 -.4718E+06  .2410E+05   .9955741 -.0829293 -.0442155
T 8773  1 .5687838E+07   1922000E+01  .4848E+06 -.1380E+06   .9988585  .0448988 -.0163046
T 8774  1 .5043468E+07   1922000E+01 -.1924E+06  .5119E+06   .9989454 -.0029966  .0458154
T 8775  1 .5686960E+07   1922000E+01 -.3649E+06 -.6070E+06   .9939021 -.0364953 -.1040515
T 8776  1 .5103482E+07   1922000E+01  .1159E+07 -.9545E+06   .9971778  .0731467 -.0169123
T 8777  1 .4302326E+07   1922000E+01 -.7578E+05 -.1048E+06   .9994546  .0307824 -.0119524
T 8778  1 .5027330E+07   1922000E+01  .1898E+06  .2842E+06   .9940208  .0057433  .1090399
T 8779  1 .5214651E+07   1922000E+01 -.9995E+05  .1369E+06   .9988538 -.0134128 -.0459487
T 8780  1 .5333631E+07   1922000E+01  .9959E+05  .3200E+06   .9997098  .0125133  .0205862
T 8781  1 .5702744E+07   1922000E+01  .9181E+05  .6651E+05   .9991881  .0121557  .0384118
T 8782  1 .5309422E+07   1922000E+01 -.5711E+06 -.9287E+05   .9979334 -.0560703  .0313841
T 8783  1 .5338001E+07   1922000E+01 -.2291E+06  .4804E+06   .9996279 -.0029051  .0271233
T 8784  1 .5499534E+07   1922000E+01  .2826E+06  .9579E+05   .9987628  .0483964  .0114331
T 8785  1 .5452850E+07   1922000E+01 -.9900E+05 -.1725E+06   .9989529 -.0253663 -.0380742
T 8786  1 .5550356E+07   1922000E+01  .8832E+05  .2554E+06   .9981385  .0601562  .0100397
T 8787  1 .5058737E+07   1922000E+01 -.2160E+06 -.2943E+06   .9992788 -.0346701  .0154878
T 8788  1 .5535348E+07   1922000E+01  .3587E+06  .1223E+05   .9885912  .1364531  .0637811
T 8789  1 .4920557E+07   1922000E+01 -.5298E+06  .4346E+06   .9942693 -.0997974 -.0383281
T 8790  1 .5080220E+07   1922000E+01  .7515E+04  .2272E+06   .9997854  .0200788  .0051030
T 8791  1 .5086743E+07   1922000E+01 -.1586E+06  .3252E+06   .9985861 -.0495960  .0191325
T 8792  1 .5198532E+07   1922000E+01  .1143E+06  .5329E+06   .9902613 -.0815985  .1128021
T 8793  1 .4704740E+07   1922000E+01 -.5001E+06  .3149E+06   .9982380 -.0570166  .0164343
T 8794  1 .5234882E+07   1922000E+01 -.1216E+05 -.3479E+06   .9994513 -.0082256 -.0320864
T 8795  1 .5802744E+07   1922000E+01 -.6038E+06  .2441E+06   .9984995 -.0546615  .0033030
T 8796  1 .5385407E+07   1922000E+01  .3158E+06 -.1777E+06   .9995424  .0299828  .0040104
T 8797  1 .3734856E+07   1922000E+01 -.2977E+06 -.3021E+06   .9968138 -.0735194 -.0309378
T 8798  1 .5310848E+07   1922000E+01  .5080E+06 -.7472E+06   .9990759 -.0327310 -.0278579
T 8799  1 .4606121E+07   1922000E+01 -.2033E+06  .3836E+06   .9985994 -.0084064  .0522361
T 8800  1 .5329385E+07   1922000E+01 -.9454E+05 -.5289E+06   .9986027  .0117291 -.0515265
T 8801  1 .4716646E+07   1922000E+01 -.1038E+06 -.1422E+06   .9996108  .0144085 -.0238899
T 8802  1 .4681368E+07   1922000E+01  .2443E+06  .3819E+06   .9993631  .0240158  .0263953
T 8803  1 .5051240E+07   1922000E+01 -.4055E+06  .2133E+06   .9997327 -.0204688  .0107477
T 8804  1 .4925368E+07   1922000E+01  .6664E+06  .6513E+06   .9947842  .0433600  .0923275
T 8805  1 .4649415E+07   1922000E+01 -.1027E+06 -.1890E+04   .9995317 -.0173899 -.0251788
T 8806  1 .4773503E+07   1922000E+01 -.3894E+06  .1593E+06   .9996905 -.0248685  .0006275
T 8807  1 .4434700E+07   1922000E+01 -.4014E+06 -.1415E+06   .9997546 -.0187452 -.0118078
T 8808  1 .5035644E+07   1922000E+01 -.1399E+06 -.1977E+06   .9989698 -.0358597 -.0278106
T 8809  1 .5391640E+07   1922000E+01 -.3526E+06  .3331E+06   .9970619  .0022422  .0765679
T 8810  1 .5441760E+07   1922000E+01 -.4702E+05 -.1812E+06   .9997358 -.0033834  .0227348
T 8811  1 .5256828E+07   1922000E+01  .7112E+06 -.2816E+06   .9975995  .0673556 -.0160787
T 8812  1 .5369922E+07   1922000E+01  .2200E+06 -.5532E+06   .9993964  .0046680 -.0344236
T 8813  1 .5454109E+07   1922000E+01 -.1728E+06  .1778E+06   .9964620 -.0802413  .0249967
T 8814  1 .5232088E+07   1922000E+01 -.1018E+06  .3949E+06   .9972167  .0073864  .0741911
T 8815  1 .5537872E+07   1922000E+01 -.1720E+06 -.5870E+06   .9967405 -.0161010 -.0790516
T 8816  1 .4960081E+07   1922000E+01 -.3684E+05  .3533E+06   .9994085 -.0335178  .0077007
T 8817  1 .4352746E+07   1922000E+01 -.7950E+05 -.1672E+06   .9961499  .0257496 -.0837990
T 8818  1 .4577848E+07   1922000E+01  .1521E+06  .3486E+06   .9987908  .0303840  .0386485
T 8819  1 .5287705E+07   1922000E+01 -.2049E+06 -.2300E+06   .9981241  .0493885 -.0361817
T 8820  1 .5252012E+07   1922000E+01 -.1455E+06 -.4109E+06   .9993705 -.0260276 -.0241054
T 8821  1 .5766624E+07   1922000E+01  .1089E+05  .6633E+05   .9989295  .0456189  .0076710
T 8822  1 .5037715E+07   1922000E+01 -.1978E+06 -.4351E+06   .9955561 -.0395713 -.0854531
T 8823  1 .5016200E+07   1922000E+01 -.1809E+06  .2117E+06   .9998604  .0121498  .0114658
T 8824  1 .5081037E+07   1922000E+01  .1749E+06 -.1098E+05   .9995966  .0261131 -.0111678
T 8825  1 .5796088E+07   1922000E+01 -.6438E+06 -.2768E+06   .9989370 -.0201065 -.0414792
T 8826  1 .5352548E+07   1922000E+01  .2160E+06 -.2668E+06   .9990044  .0310666 -.0320165
T 8827  1 .5463218E+07   1922000E+01 -.1163E+06  .1601E+06   .9998782 -.0116907 -.0103404
T 8828  1 .5264053E+07   1922000E+01  .2888E+04  .1829E+06   .9994782 -.0213303 -.0242574
T 8829  1 .4575918E+07   1922000E+01 -.2146E+06 -.7288E+04   .9994400 -.0328318  .0064554
T 8830  1 .5082546E+07   1922000E+01 -.7679E+05 -.1304E+06   .9991314  .0364720 -.0201547
T 8831  1 .3816113E+07   1922000E+01  .1338E+07 -.1186E+07   .9579376  .2293503 -.1724932
T 8832  1 .4952337E+07   1922000E+01 -.8043E+06  .2274E+05   .9985548 -.0537366 -.0007959
T 8833  1 .5197420E+07   1922000E+01 -.4182E+06  .1102E+05   .9993370 -.0198785 -.0305011
T 8834  1 .6191741E+07   1922000E+01 -.4229E+06  .4097E+06   .9988030 -.0159510 -.0462409
T 8835  1 .5125721E+07   1922000E+01  .5703E+06 -.3530E+04   .9971854  .0722123  .0201650
T 8836  1 .3815133E+07   1922000E+01  .1667E+06  .5417E+05   .9994112  .0254783 -.0229786
T 8837  1 .4981928E+07   1922000E+01 -.1201E+05  .6746E+06   .9937736  .0678301  .0883914
T 8838  1 .4326926E+07   1922000E+01  .2183E+06 -.1555E+06   .9987130 -.0249730 -.0441429
T 8839  1 .5147100E+07   1922000E+01  .9410E+05  .1152E+06   .9998673 -.0066824  .0148592
T 8840  1 .4891046E+07   1922000E+01  .2966E+06  .2179E+06   .9984203  .0385218  .0409021
T 8841  1 .5602777E+07   1922000E+01  .3650E+06  .1103E+06   .9997754  .0130158  .0167249
T 8842  1 .5418360E+07   1922000E+01  .1229E+06 -.1185E+06   .9999412  .0014623 -.0107470
T 8843  1 .5058090E+07   1922000E+01  .3428E+06 -.3098E+06   .9994143 -.0063003 -.0336355
T 8844  1 .5597806E+07   1922000E+01  .1097E+06 -.5673E+06   .9980356  .0180187 -.0600023
T 8845  1 .5818934E+07   1922000E+01  .2862E+06  .6372E+05   .9998939  .0108077  .0097656
T 8846  1 .5685078E+07   1922000E+01  .1316E+07 -.1060E+06   .9990478  .0379631 -.0215012
T 8847  1 .5608809E+07   1922000E+01  .5188E+05 -.2174E+06   .9996553 -.0202370 -.0167229
T 8848  1 .4212060E+07   1922000E+01 -.1965E+06  .6058E+04   .9990382 -.0438480 -.0003102
T 8849  1 .4803097E+07   1922000E+01 -.4841E+06  .2345E+05   .9882638 -.1420004  .0563080
T 8850  1 .4948845E+07   1922000E+01 -.1113E+06  .8648E+05   .9990568 -.0397103  .0175658
T 8851  1 .5454442E+07   1922000E+01 -.2937E+06 -.1340E+06   .9991562 -.0366831 -.0184745
T 8852  1 .4864970E+07   1922000E+01 -.6651E+05  .5146E+06   .9998549  .0081217  .0149766
T 8853  1 .5346117E+07   1922000E+01  .5775E+06 -.2941E+06   .9968903  .0695274 -.0370901
T 8854  1 .4513163E+07   1922000E+01 -.3034E+05  .1517E+06   .9996029 -.0119757  .0255087
T 8855  1 .5328595E+07   1922000E+01 -.2101E+06 -.1258E+06   .9993879 -.0344495  .0060945
T 8856  1 .4634334E+07   1922000E+01  .3127E+06 -.2509E+06   .9990788  .0425613 -.0054842
T 8857  1 .4644917E+07   1922000E+01 -.5880E+05 -.4741E+06   .9977130 -.0348183 -.0579353
T 8858  1 .5165889E+07   1922000E+01 -.5224E+06  .2227E+06   .9992596 -.0273195  .0270908
T 8859  1 .4674920E+07   1922000E+01  .1673E+06 -.2307E+06   .9995856 -.0282490 -.0055296
T 8860  1 .5433952E+07   1922000E+01  .1697E+06 -.3936E+06   .9985131  .0311589 -.0447303
T 8861  1 .5045751E+07   1922000E+01  .3421E+05  .2567E+06   .9997329  .0198318  .0118672
T 8862  1 .5219058E+07   1922000E+01 -.9827E+04  .1201E+06   .9998519  .0129823  .0112949
T 8863  1 .5148145E+07   1922000E+01  .5308E+06 -.2720E+06   .9969359  .0545048 -.0561067
T 8864  1 .5108733E+07   1922000E+01  .1040E+06 -.2350E+06   .9999536  .0091298 -.0030678
T 8865  1 .4870465E+07   1922000E+01 -.5697E+05 -.1283E+06   .9998815  .0092647 -.0122953
T 8866  1 .4704760E+07   1922000E+01 -.5866E+05  .4321E+06   .9981097 -.0064592  .0611176
T 8867  1 .4393315E+07   1922000E+01  .7860E+05  .5909E+06   .9941351  .0983856  .0448957
T 8868  1 .4569367E+07   1922000E+01 -.1842E+05  .1867E+06   .9986246  .0505972  .0137424
T 8869  1 .5040972E+07   1922000E+01 -.3430E+06  .5356E+04   .9924362 -.1219475  .0141153
T 8870  1 .5789122E+07   1922000E+01  .4135E+05 -.4426E+05   .9997049 -.0197164  .0141894
T 8871  1 .5048509E+07   1922000E+01 -.1707E+06 -.2969E+06   .9979287 -.0281392 -.0578496
T 8872  1 .5885825E+07   1922000E+01 -.6296E+05 -.1547E+06   .9998728 -.0138342 -.0079342
T 8873  1 .5405227E+07   1922000E+01  .5655E+05  .2218E+05   .9974481  .0228300 -.0676471
T 8874  1 .4531466E+07   1922000E+01  .4927E+06  .2109E+06   .9981981  .0551569  .0236296
T 8875  1 .4853105E+07   1922000E+01 -.1424E+06 -.3553E+06   .9982627 -.0441303 -.0390389
T 8876  1 .5422241E+07   1922000E+01  .4749E+05  .1077E+07   .9968260 -.0131597  .0785163
T 8877  1 .4931441E+07   1922000E+01  .8443E+06 -.8380E+04   .9973702  .0724606  .0014906
T 8878  1 .5235365E+07   1922000E+01  .1250E+06  .5749E+06   .9976438  .0249544  .0639076
T 8879  1 .5322513E+07   1922000E+01  .4229E+06 -.2987E+05   .9969268  .0757974 -.0197925
T 8880  1 .4075426E+07   1922000E+01  .2843E+06  .3116E+06   .9970251  .0726675  .0256969
T 8881  1 .4961797E+07   1922000E+01  .1434E+05 -.2844E+06   .9999573 -.0023730 -.0089306
T 8882  1 .4281906E+07   1922000E+01  .3263E+06 -.1373E+06   .9971265  .0742217 -.0151592
T 8883  1 .5123612E+07   1922000E+01  .2010E+05 -.3069E+06   .9990314  .0179497 -.0401756
T 8884  1 .4775864E+07   1922000E+01  .7209E+05  .5270E+05   .9987131  .0153947 -.0483226
T 8885  1 .5423597E+07   1922000E+01 -.6248E+04  .1480E+06   .9999771  .0067253 -.0007214
T 8886  1 .4838799E+07   1922000E+01 -.3229E+06 -.2446E+06   .9990745 -.0349394 -.0250870
T 8887  1 .5232378E+07   1922000E+01  .1466E+06  .3364E+05   .9994157  .0267186  .0213155
T 8888  1 .5589962E+07   1922000E+01 -.3780E+06 -.2285E+06   .9996807 -.0235530 -.0091546
T 8889  1 .5415008E+07   1922000E+01  .5814E+06 -.6414E+06   .9972196  .0527678 -.0526175
T 8890  1 .4691175E+07   1922000E+01 -.7011E+05  .5168E+06   .9788809  .0506813  .1980496
T 8891  1 .5010352E+07   1922000E+01 -.1637E+06 -.2534E+04   .9991045 -.0170941 -.0387033
T 8892  1 .3926107E+07   1922000E+01  .2244E+06 -.1094E+06   .9985995  .0096407 -.0520194
T 8893  1 .5029424E+07   1922000E+01 -.1178E+06 -.7838E+06   .9938299 -.0063833 -.1107312
T 8894  1 .5773220E+07   1922000E+01 -.9614E+05  .1272E+06   .9998575  .0068666 -.0154224
T 8895  1 .5319993E+07   1922000E+01  .1319E+06 -.1419E+06   .9988041 -.0290821 -.0393014
T 8896  1 .4648480E+07   1922000E+01 -.1337E+06 -.6314E+05   .9991996  .0101969 -.0386810
T 8897  1 .4587442E+07   1922000E+01  .3351E+06  .2248E+05   .9960402  .0888410 -.0033558
T 8898  1 .4614238E+07   1922000E+01  .1981E+06  .5959E+05   .9984209 -.0423961  .0368542
T 8899  1 .5292097E+07   1922000E+01 -.1214E+06  .1602E+06   .9998762 -.0154895 -.0027580
T 8900  1 .4263584E+07   1922000E+01 -.4349E+06 -.3026E+06   .9964567 -.0834280  .0106650
T 8901  1 .5099164E+07   1922000E+01 -.2450E+06 -.3977E+06   .9996600 -.0168462 -.0199036
T 8902  1 .4380266E+07   1922000E+01 -.4731E+05 -.1834E+05   .9995115  .0296356 -.0099232
T 8903  1 .4621037E+07   1922000E+01  .2319E+06 -.4447E+06   .9997680 -.0047617 -.0210078
T 8904  1 .4726637E+07   1922000E+01 -.1265E+06  .4822E+06   .9992553 -.0374845  .0091526
T 8905  1 .5060102E+07   1922000E+01  .9055E+05  .3153E+06   .9989068  .0363633  .0293740
T 8906  1 .4871403E+07   1922000E+01  .4575E+06 -.4302E+06   .9964377  .0568307 -.0623068
T 8907  1 .5743177E+07   1922000E+01 -.5642E+05 -.2913E+06   .9995126  .0122389 -.0287173
T 8908  1 .4936317E+07   1922000E+01 -.1411E+06  .1656E+06   .9982518 -.0583004  .0097141
T 8909  1 .5237157E+07   1922000E+01 -.4141E+06  .1805E+06   .9974074 -.0574775  .0433001
T 8910  1 .5548406E+07   1922000E+01  .5697E+05  .4813E+06   .9962793  .0068585  .0859104
T 8911  1 .5410798E+07   1922000E+01 -.4816E+06  .4002E+06   .9987309 -.0455597  .0214672
T 8912  1 .4971438E+07   1922000E+01 -.4786E+06 -.3324E+06   .9969725 -.0469405 -.0619875
T 8913  1 .5018928E+07   1922000E+01  .2136E+06  .1357E+05   .9995278 -.0304593  .0040609
T 8914  1 .4784935E+07   1922000E+01  .5972E+05  .2955E+06   .9996777 -.0023353  .0252802
T 8915  1 .5286787E+07   1922000E+01  .6100E+06  .6551E+05   .9952219  .0865885  .0451197
T 8916  1 .5091767E+07   1922000E+01  .2191E+06 -.4813E+05   .9999114  .0092043 -.0096143
T 8917  1 .5012791E+07   1922000E+01 -.2419E+06  .3981E+05   .9999745 -.0046828  .0053997
T 8918  1 .5264174E+07   1922000E+01  .4819E+06 -.9464E+04   .9986006  .0387575 -.0359829
T 8919  1 .4890670E+07   1922000E+01  .1613E+06  .1253E+06   .9999620  .0006764  .0086858
T 8920  1 .4787703E+07   1922000E+01  .1002E+06  .4043E+06   .9961237 -.0173398  .0862372
T 8921  1 .4889567E+07   1922000E+01 -.2729E+06  .9023E+04   .9990696  .0218595  .0371759
T 8922  1 .5386524E+07   1922000E+01 -.3179E+06 -.3420E+06   .9984497 -.0435083 -.0347149
T 8923  1 .5255150E+07   1922000E+01 -.6283E+06 -.8433E+06   .9958282 -.0245617 -.0878803
T 8924  1 .5030397E+07   1922000E+01 -.3148E+06  .2247E+06   .9987611 -.0448091  .0216429
T 8925  1 .5430439E+07   1922000E+01  .5545E+05 -.1605E+05   .9984166 -.0173476 -.0535097
T 8926  1 .5124445E+07   1922000E+01  .3244E+06 -.1806E+06   .9984128  .0330640 -.0455919
T 8927  1 .5220021E+07   1922000E+01  .4328E+06 -.1834E+06   .9989560  .0209517 -.0405945
T 8928  1 .5869905E+07   1922000E+01  .1247E+06 -.2786E+06   .9985360  .0053217 -.0538296
T 8929  1 .5158772E+07   1922000E+01  .1903E+06  .2215E+06   .9986560  .0367434  .0365523
T 8930  1 .5464272E+07   1922000E+01 -.2645E+06 -.5273E+05   .9982280 -.0525231 -.0279680
T 8931  1 .5643805E+07   1922000E+01 -.7126E+06 -.4472E+05   .9955600 -.0913710 -.0226177
T 8932  1 .4141017E+07   1922000E+01  .1857E+06  .5686E+05   .9988346  .0457259  .0154491
T 8933  1 .5094165E+07   1922000E+01 -.4158E+06 -.2084E+06   .9909863 -.0933564 -.0960762
T 8934  1 .4496799E+07   1922000E+01 -.2108E+06 -.9062E+05   .9988859 -.0462162  .0095416
T 8935  1 .4640212E+07   1922000E+01 -.9159E+06 -.1867E+06   .9993313 -.0250080 -.0266740
T 8936  1 .5310586E+07   1922000E+01 -.1387E+06 -.2145E+06   .9990684 -.0345613 -.0258441
T 8937  1 .4609205E+07   1922000E+01 -.5952E+06  .2225E+06   .9993061 -.0372242 -.0013114
T 8938  1 .5204705E+07   1922000E+01  .1414E+06  .2778E+06   .9988440  .0277303  .0392646
T 8939  1 .5253717E+07   1922000E+01 -.1877E+06  .2781E+06   .9996784 -.0133633  .0215544
T 8940  1 .5453399E+07   1922000E+01  .3086E+06 -.1009E+06   .9988377  .0252683 -.0410463
T 8941  1 .4877071E+07   1922000E+01 -.5111E+06  .7457E+05   .9982387 -.0566127  .0177336
T 8942  1 .5368974E+07   1922000E+01  .3312E+06 -.9330E+05   .9913302  .1176048 -.0585957
T 8943  1 .5187004E+07   1922000E+01  .1123E+06 -.1508E+06   .9981445  .0492035 -.0358679
T 8944  1 .4497238E+07   1922000E+01  .3734E+06  .1605E+06   .9994625  .0260463  .0199061
T 8945  1 .5183225E+07   1922000E+01  .1271E+06  .1599E+05   .9992991  .0374228 -.0008716
T 8946  1 .3945231E+07   1922000E+01  .1496E+07  .2239E+07   .9591347  .1501177  .2398445
T 8947  1 .6170983E+07   1922000E+01  .1964E+06 -.2645E+06   .9988116  .0392756 -.0288575
T 8948  1 .4802909E+07   1922000E+01  .9414E+04  .4220E+06   .9993321  .0171310  .0322772
T 8949  1 .4501218E+07   1922000E+01 -.1419E+06 -.5015E+05   .9992825 -.0069061 -.0372395
T 8950  1 .4939683E+07   1922000E+01 -.2838E+06  .3952E+06   .9987452  .0396239  .0306273
T 8951  1 .4138171E+07   1922000E+01  .1071E+06  .2105E+07   .8559212 -.0451664  .5151299
T 8952  1 .6273442E+07   1922000E+01  .5045E+05  .1042E+06   .9996444 -.0220754  .0149612
T 8953  1 .4828275E+07   1922000E+01  .1600E+06 -.5492E+06   .9958638  .0623815 -.0660587
T 8954  1 .4900581E+07   1922000E+01  .1505E+06 -.6783E+06   .9997480  .0201055  .0099822
T 8955  1 .4982057E+07   1922000E+01  .5861E+05 -.6773E+06   .9987293 -.0040331 -.0502338
T 8956  1 .4976437E+07   1922000E+01 -.1411E+06 -.5251E+06   .9972613  .0445914 -.0590042
T 8957  1 .4522322E+07   1922000E+01  .3124E+06  .5378E+06   .9947359 -.0196062  .1005788
T 8958  1 .4860355E+07   1922000E+01  .1793E+06 -.1447E+06   .9995914 -.0079259 -.0274626
T 8959  1 .5285219E+07   1922000E+01  .3650E+06  .3165E+05   .9996026  .0193675  .0204826
T 8960  1 .4046373E+07   1922000E+01 -.2242E+06 -.3507E+06   .9963699  .0630911 -.0571533
T 8961  1 .5574466E+07   1922000E+01 -.8357E+05 -.1214E+06   .9978956 -.0638898 -.0110686
T 8962  1 .4806049E+07   1922000E+01  .2184E+06 -.2554E+06   .9992016  .0297910 -.0266209
T 8963  1 .5634983E+07   1922000E+01 -.3049E+06 -.1962E+06   .9994808 -.0274992 -.0167888
T 8964  1 .5392825E+07   1922000E+01  .1308E+07 -.1944E+06   .9963665  .0811808 -.0257563
T 8965  1 .5629208E+07   1922000E+01 -.3329E+06 -.1648E+06   .9992974 -.0217794 -.0305011
T 8966  1 .4940967E+07   1922000E+01 -.6426E+04 -.1195E+06   .9997729  .0212296 -.0018502
T 8967  1 .5193688E+07   1922000E+01 -.3553E+06 -.1895E+06   .9994688 -.0322151 -.0049386
T 8968  1 .5798921E+07   1922000E+01  .2263E+06 -.3734E+06   .9960808 -.0502529 -.0727850
T 8969  1 .5493856E+07   1922000E+01 -.2589E+06  .2390E+06   .9986647 -.0516603 -.0000027
T 8970  1 .4969212E+07   1922000E+01  .3103E+06  .2685E+06   .9975213  .0499511  .0495595
T 8971  1 .4292879E+07   1922000E+01  .6805E+05 -.3733E+06   .9968272  .0072183 -.0792681
T 8972  1 .4995534E+07   1922000E+01  .1429E+06 -.6184E+06   .9967365  .0076902 -.0803569
T 8973  1 .5145369E+07   1922000E+01  .2260E+06 -.4081E+06   .9961396  .0761749 -.0436269
T 8974  1 .5024993E+07   1922000E+01  .4473E+05  .4680E+05   .9996911  .0044339  .0244531
T 8975  1 .5159890E+07   1922000E+01 -.3233E+06  .4222E+06   .9971417 -.0480563  .0583010
T 8976  1 .5244852E+07   1922000E+01  .1577E+06  .2717E+05   .9998553  .0164744 -.0042440
T 8977  1 .5422814E+07   1922000E+01 -.4521E+04 -.2393E+06   .9999418 -.0091216 -.0057601
